06/14/2023 16:25:45 INFO | ---Starting cycle at 06/14/2023 16:25:45 PST
06/14/2023 16:36:14 DEBUG | None found
06/14/2023 16:36:14 DEBUG | Checking for updates toP21G0G2
06/14/2023 16:36:14 DEBUG | None found
06/14/2023 16:36:14 DEBUG | Checking for updates toP21G0FQ
06/14/2023 16:36:14 DEBUG | None found
06/14/2023 16:36:14 DEBUG | Checking for updates toC9CWMP2
06/14/2023 16:36:14 DEBUG | None found
06/14/2023 16:36:14 DEBUG | Checking for updates toC9CXEC2
06/14/2023 16:36:14 DEBUG | None found
06/14/2023 16:36:14 DEBUG | Checking for updates toC9CU8E2
06/14/2023 16:36:14 DEBUG | None found
06/14/2023 16:36:14 DEBUG | Checking for updates toC9CTCK2
06/14/2023 16:36:14 DEBUG | None found
06/14/2023 16:36:14 DEBUG | Checking for updates toP21FZuX
06/14/2023 16:36:14 DEBUG | None found
06/14/2023 16:36:14 DEBUG | Checking for updates toC3R7HJ1
06/14/2023 16:36:14 DEBUG | None found
06/14/2023 16:36:14 DEBUG | Checking for updates to3FD1C21
06/14/2023 16:36:14 DEBUG | None found
06/14/2023 16:36:14 DEBUG | Checking for updates toC9CQJP2
06/14/2023 16:36:14 DEBUG | None found
06/14/2023 16:36:14 DEBUG | Checking for updates to3FD6B21
06/14/2023 16:36:14 DEBUG | None found
06/14/2023 16:36:14 DEBUG | Checking for updates toxkos326
06/14/2023 16:36:14 DEBUG | None found
06/14/2023 16:36:14 DEBUG | Checking for updates toC9CK882
06/14/2023 16:36:14 DEBUG | None found
06/14/2023 16:36:14 DEBUG | Checking for updates toC3R7GH1
06/14/2023 16:36:14 DEBUG | None found
06/14/2023 16:36:14 DEBUG | Checking for updates toC9CJ2Z2
06/14/2023 16:36:14 DEBUG | None found
06/14/2023 16:36:14 DEBUG | Checking for updates toP21FZto
06/14/2023 16:36:14 DEBUG | None found
06/14/2023 16:36:14 DEBUG | Checking for updates toP21FZtq
06/14/2023 16:36:14 DEBUG | None found
06/14/2023 16:36:14 DEBUG | Checking for updates toC9CHDU2
06/14/2023 16:36:14 DEBUG | None found
06/14/2023 16:36:14 DEBUG | Checking for updates toST23F05
06/14/2023 16:36:14 DEBUG | None found
06/14/2023 16:36:14 DEBUG | Checking for updates toX82099
06/14/2023 16:36:14 DEBUG | None found
06/14/2023 16:36:14 DEBUG | Checking for updates toJHRc1If
06/14/2023 16:36:14 DEBUG | None found
06/14/2023 16:36:14 DEBUG | Checking for updates toP21FR9u
06/14/2023 16:36:14 DEBUG | None found
06/14/2023 16:36:14 DEBUG | Checking for updates toMar3103
06/14/2023 16:36:14 DEBUG | None found
06/14/2023 16:36:14 DEBUG | Checking for updates toSWC0002
06/14/2023 16:36:14 DEBUG | None found
06/14/2023 16:36:14 DEBUG | Checking for updates toJKm001
06/14/2023 16:36:14 DEBUG | None found
06/14/2023 16:36:14 DEBUG | Checking for updates toC94R802
06/14/2023 16:36:14 DEBUG | None found
06/14/2023 16:36:14 DEBUG | Checking for updates toA10UeAm
06/14/2023 16:36:14 DEBUG | None found
06/14/2023 16:36:14 INFO | -Assessed Candidates
06/14/2023 16:36:14 INFO | New (0)
06/14/2023 16:36:14 DEBUG | []
06/14/2023 16:36:14 INFO | Static (29)
06/14/2023 16:36:14 DEBUG | [Candidate ST23F09 (MPC NEO), Candidate A10VGGW (MPC NEO), Candidate P21G0G2 (MPC NEO), Candidate P21G0FQ (MPC NEO), Candidate C9CWMP2 (MPC NEO), Candidate C9CXEC2 (MPC NEO), Candidate C9CU8E2 (MPC NEO), Candidate C9CTCK2 (MPC NEO), Candidate P21FZuX (MPC NEO), Candidate C3R7HJ1 (MPC NEO), Candidate 3FD1C21 (MPC NEO), Candidate C9CQJP2 (MPC NEO), Candidate 3FD6B21 (MPC NEO), Candidate xkos326 (MPC NEO), Candidate C9CK882 (MPC NEO), Candidate C3R7GH1 (MPC NEO), Candidate C9CJ2Z2 (MPC NEO), Candidate P21FZto (MPC NEO), Candidate P21FZtq (MPC NEO), Candidate C9CHDU2 (MPC NEO), Candidate ST23F05 (MPC NEO), Candidate X82099 (MPC NEO), Candidate JHRc1If (MPC NEO), Candidate P21FR9u (MPC NEO), Candidate Mar3103 (MPC NEO), Candidate SWC0002 (MPC NEO), Candidate JKm001 (MPC NEO), Candidate C94R802 (MPC NEO), Candidate A10UeAm (MPC NEO)]
06/14/2023 16:36:14 INFO | Updated (0)
06/14/2023 16:36:14 DEBUG | []
06/14/2023 16:36:14 INFO | Removed (0)
06/14/2023 16:36:14 DEBUG | []
06/14/2023 16:36:14 INFO | ---Finished MPC logging without error at 06/14/2023 16:36:14 PST
06/14/2023 16:36:14 INFO | --- Selecting ---
06/14/2023 16:36:14 INFO | Finding observability and evaluating 29 objects.
06/14/2023 16:36:17 DEBUG | Got None window for SWC0002. Rejected for Observability.
06/14/2023 16:36:17 DEBUG | Got None window for A10VGGW. Rejected for Observability.
06/14/2023 16:36:17 DEBUG | Got None window for 3FD6B21. Rejected for Observability.
06/14/2023 16:36:17 DEBUG | Got None window for A10UeAm. Rejected for Observability.
06/14/2023 16:36:17 DEBUG | Got None window for xkos326. Rejected for Observability.
06/14/2023 16:36:17 DEBUG | Got None window for C9CXEC2. Rejected for Observability.
06/14/2023 16:36:17 DEBUG | Got None window for C9CHDU2. Rejected for Observability.
06/14/2023 16:36:17 DEBUG | Got None window for C9CJ2Z2. Rejected for Observability.
06/14/2023 16:36:17 DEBUG | Got None window for 3FD1C21. Rejected for Observability.
06/14/2023 16:36:17 DEBUG | Got None window for C9CWMP2. Rejected for Observability.
06/14/2023 16:36:17 DEBUG | Got None window for ST23F05. Rejected for Observability.
06/14/2023 16:36:17 DEBUG | Got None window for P21G0FQ. Rejected for Observability.
06/14/2023 16:36:17 DEBUG | Got None window for P21FR9u. Rejected for Observability.
06/14/2023 16:36:17 DEBUG | Got None window for JHRc1If. Rejected for Observability.
06/14/2023 16:36:17 DEBUG | Got None window for JKm001. Rejected for Observability.
06/14/2023 16:36:17 DEBUG | Rejected SWC0002 for error limit.
06/14/2023 16:36:17 DEBUG | Rejected X82099 for error limit.
06/14/2023 16:36:17 DEBUG | Rejected xkos326 for error limit.
06/14/2023 16:36:17 DEBUG | Rejected C9CXEC2 for error limit.
06/14/2023 16:36:17 DEBUG | Rejected C9CWMP2 for error limit.
06/14/2023 16:36:17 DEBUG | Rejected ST23F05 for magnitude limit.
06/14/2023 16:36:17 DEBUG | Rejected P21FR9u for magnitude limit.
06/14/2023 16:36:17 DEBUG | Rejected C9CQJP2 for magnitude limit.
06/14/2023 16:36:17 DEBUG | Rejected P21FZto for error limit.
06/14/2023 16:36:17 DEBUG | Rejected P21G0G2 for magnitude limit.
06/14/2023 16:36:17 DEBUG | Rejected ST23F09 for magnitude limit.
06/14/2023 16:36:17 DEBUG | Rejected Mar3103 for error limit.
06/14/2023 16:36:17 DEBUG | Rejected JHRc1If for magnitude limit.
06/14/2023 16:36:17 DEBUG | Rejected P21FZuX for magnitude limit.
06/14/2023 16:36:17 DEBUG | Rejected JKm001 for magnitude limit.
06/14/2023 16:36:17 DEBUG | Updated SWC0002.
06/14/2023 16:36:17 DEBUG | Updated A10VGGW.
06/14/2023 16:36:17 DEBUG | Updated X82099.
06/14/2023 16:36:17 DEBUG | Updated 3FD6B21.
06/14/2023 16:36:17 DEBUG | Updated A10UeAm.
06/14/2023 16:36:17 DEBUG | Updated P21FZtq.
06/14/2023 16:36:17 DEBUG | Updated xkos326.
06/14/2023 16:36:17 DEBUG | Updated C9CK882.
06/14/2023 16:36:17 DEBUG | Updated C9CXEC2.
06/14/2023 16:36:17 DEBUG | Updated C9CHDU2.
06/14/2023 16:36:17 DEBUG | Updated C9CU8E2.
06/14/2023 16:36:17 DEBUG | Updated C94R802.
06/14/2023 16:36:17 DEBUG | Updated C3R7HJ1.
06/14/2023 16:36:17 DEBUG | Updated C9CJ2Z2.
06/14/2023 16:36:17 DEBUG | Updated 3FD1C21.
06/14/2023 16:36:17 DEBUG | Updated C9CWMP2.
06/14/2023 16:36:17 DEBUG | Updated ST23F05.
06/14/2023 16:36:17 DEBUG | Updated P21G0FQ.
06/14/2023 16:36:17 DEBUG | Updated P21FR9u.
06/14/2023 16:36:17 DEBUG | Updated C9CQJP2.
06/14/2023 16:36:17 DEBUG | Updated P21FZto.
06/14/2023 16:36:17 DEBUG | Updated P21G0G2.
06/14/2023 16:36:17 DEBUG | Updated ST23F09.
06/14/2023 16:36:17 DEBUG | Updated Mar3103.
06/14/2023 16:36:17 DEBUG | Updated JHRc1If.
06/14/2023 16:36:17 DEBUG | Updated C9CTCK2.
06/14/2023 16:36:17 DEBUG | Updated P21FZuX.
06/14/2023 16:36:17 DEBUG | Updated C3R7GH1.
06/14/2023 16:36:17 DEBUG | Updated JKm001.
06/14/2023 16:36:17 INFO | ---Finished MPC selection without error at 06/14/2023 16:36:17 PST
06/14/2023 16:36:17 INFO | ---Done. will run again at 06/14/2023 16:51:17 PST.
06/14/2023 16:51:17 INFO | ---Starting cycle at 06/14/2023 16:51:17 PST
06/14/2023 16:51:17 INFO | --- Grabbing ---
06/14/2023 16:51:18 INFO | Constructing Candidates from MPC List
06/14/2023 16:51:21 INFO | Construction complete.
06/14/2023 16:51:48 INFO | C9CXEC2 is a near-approach!
06/14/2023 16:51:48 INFO | C3R7HJ1 is a near-approach!
06/14/2023 16:51:49 INFO | xkos326 is a near-approach!
06/14/2023 16:51:49 INFO | C3R7GH1 is a near-approach!
06/14/2023 16:51:49 INFO | X82099 is a near-approach!
06/14/2023 16:51:49 DEBUG | Checking for updates toST23F09
06/14/2023 16:51:49 DEBUG | None found
06/14/2023 16:51:49 DEBUG | Checking for updates toA10VGGW
06/14/2023 16:51:49 DEBUG | None found
06/14/2023 16:51:49 DEBUG | Checking for updates toP21G0G2
06/14/2023 16:51:49 DEBUG | None found
06/14/2023 16:51:49 DEBUG | Checking for updates toP21G0FQ
06/14/2023 16:51:49 DEBUG | None found
06/14/2023 16:51:49 DEBUG | Checking for updates toC9CWMP2
06/14/2023 16:51:49 DEBUG | None found
06/14/2023 16:51:49 DEBUG | Checking for updates toC9CXEC2
06/14/2023 16:51:49 DEBUG | None found
06/14/2023 16:51:49 DEBUG | Checking for updates toC9CU8E2
06/14/2023 16:51:49 DEBUG | None found
06/14/2023 16:51:49 DEBUG | Checking for updates toC9CTCK2
06/14/2023 16:51:49 DEBUG | None found
06/14/2023 16:51:49 DEBUG | Checking for updates toP21FZuX
06/14/2023 16:51:49 DEBUG | None found
06/14/2023 16:51:49 DEBUG | Checking for updates toC3R7HJ1
06/14/2023 16:51:49 DEBUG | None found
06/14/2023 16:51:49 DEBUG | Checking for updates to3FD1C21
06/14/2023 16:51:49 DEBUG | None found
06/14/2023 16:51:49 DEBUG | Checking for updates toC9CQJP2
06/14/2023 16:51:49 DEBUG | None found
06/14/2023 16:51:49 DEBUG | Checking for updates to3FD6B21
06/14/2023 16:51:49 DEBUG | None found
06/14/2023 16:51:49 DEBUG | Checking for updates toxkos326
06/14/2023 16:51:49 DEBUG | None found
06/14/2023 16:51:49 DEBUG | Checking for updates toC9CK882
06/14/2023 16:51:49 DEBUG | None found
06/14/2023 16:51:49 DEBUG | Checking for updates toC3R7GH1
06/14/2023 16:51:49 DEBUG | None found
06/14/2023 16:51:49 DEBUG | Checking for updates toC9CJ2Z2
06/14/2023 16:51:49 INFO | Updating C9CJ2Z2
06/14/2023 16:51:49 DEBUG | Checking for updates toP21FZto
06/14/2023 16:51:49 DEBUG | None found
06/14/2023 16:51:49 DEBUG | Checking for updates toP21FZtq
06/14/2023 16:51:49 DEBUG | None found
06/14/2023 16:51:49 DEBUG | Checking for updates toC9CHDU2
06/14/2023 16:51:49 DEBUG | None found
06/14/2023 16:51:49 DEBUG | Checking for updates toST23F05
06/14/2023 16:51:49 DEBUG | None found
06/14/2023 16:51:49 DEBUG | Checking for updates toX82099
06/14/2023 16:51:49 DEBUG | None found
06/14/2023 16:51:49 DEBUG | Checking for updates toJHRc1If
06/14/2023 16:51:49 DEBUG | None found
06/14/2023 16:51:49 DEBUG | Checking for updates toP21FR9u
06/14/2023 16:51:49 DEBUG | None found
06/14/2023 16:51:49 DEBUG | Checking for updates toMar3103
06/14/2023 16:51:49 DEBUG | None found
06/14/2023 16:51:49 DEBUG | Checking for updates toSWC0002
06/14/2023 16:51:49 DEBUG | None found
06/14/2023 16:51:49 DEBUG | Checking for updates toJKm001
06/14/2023 16:51:49 DEBUG | None found
06/14/2023 16:51:49 DEBUG | Checking for updates toC94R802
06/14/2023 16:51:49 DEBUG | None found
06/14/2023 16:51:49 DEBUG | Checking for updates toA10UeAm
06/14/2023 16:51:49 DEBUG | None found
06/14/2023 16:51:49 INFO | -Assessed Candidates
06/14/2023 16:51:49 INFO | New (0)
06/14/2023 16:51:49 DEBUG | []
06/14/2023 16:51:49 INFO | Static (28)
06/14/2023 16:51:49 DEBUG | [Candidate ST23F09 (MPC NEO), Candidate A10VGGW (MPC NEO), Candidate P21G0G2 (MPC NEO), Candidate P21G0FQ (MPC NEO), Candidate C9CWMP2 (MPC NEO), Candidate C9CXEC2 (MPC NEO), Candidate C9CU8E2 (MPC NEO), Candidate C9CTCK2 (MPC NEO), Candidate P21FZuX (MPC NEO), Candidate C3R7HJ1 (MPC NEO), Candidate 3FD1C21 (MPC NEO), Candidate C9CQJP2 (MPC NEO), Candidate 3FD6B21 (MPC NEO), Candidate xkos326 (MPC NEO), Candidate C9CK882 (MPC NEO), Candidate C3R7GH1 (MPC NEO), Candidate P21FZto (MPC NEO), Candidate P21FZtq (MPC NEO), Candidate C9CHDU2 (MPC NEO), Candidate ST23F05 (MPC NEO), Candidate X82099 (MPC NEO), Candidate JHRc1If (MPC NEO), Candidate P21FR9u (MPC NEO), Candidate Mar3103 (MPC NEO), Candidate SWC0002 (MPC NEO), Candidate JKm001 (MPC NEO), Candidate C94R802 (MPC NEO), Candidate A10UeAm (MPC NEO)]
06/14/2023 16:51:49 INFO | Updated (1)
06/14/2023 16:51:49 DEBUG | [Candidate C9CJ2Z2 (MPC NEO)]
06/14/2023 16:51:49 INFO | Removed (0)
06/14/2023 16:51:49 DEBUG | []
06/14/2023 16:51:49 INFO | ---Finished MPC logging without error at 06/14/2023 16:51:49 PST
06/14/2023 16:51:49 INFO | --- Selecting ---
06/14/2023 16:51:50 INFO | Finding observability and evaluating 29 objects.
06/14/2023 16:51:53 DEBUG | Got None window for SWC0002. Rejected for Observability.
06/14/2023 16:51:53 DEBUG | Got None window for A10VGGW. Rejected for Observability.
06/14/2023 16:51:53 DEBUG | Got None window for 3FD6B21. Rejected for Observability.
06/14/2023 16:51:53 DEBUG | Got None window for A10UeAm. Rejected for Observability.
06/14/2023 16:51:53 DEBUG | Got None window for xkos326. Rejected for Observability.
06/14/2023 16:51:53 DEBUG | Got None window for C9CXEC2. Rejected for Observability.
06/14/2023 16:51:53 DEBUG | Got None window for C9CHDU2. Rejected for Observability.
06/14/2023 16:51:53 DEBUG | Got None window for C9CJ2Z2. Rejected for Observability.
06/14/2023 16:51:53 DEBUG | Got None window for 3FD1C21. Rejected for Observability.
06/14/2023 16:51:53 DEBUG | Got None window for C9CWMP2. Rejected for Observability.
06/14/2023 16:51:53 DEBUG | Got None window for ST23F05. Rejected for Observability.
06/14/2023 16:51:53 DEBUG | Got None window for P21G0FQ. Rejected for Observability.
06/14/2023 16:51:53 DEBUG | Got None window for P21FR9u. Rejected for Observability.
06/14/2023 16:51:53 DEBUG | Got None window for JHRc1If. Rejected for Observability.
06/14/2023 16:51:53 DEBUG | Got None window for JKm001. Rejected for Observability.
06/14/2023 16:51:53 DEBUG | Rejected SWC0002 for error limit.
06/14/2023 16:51:53 DEBUG | Rejected X82099 for error limit.
06/14/2023 16:51:53 DEBUG | Rejected xkos326 for error limit.
06/14/2023 16:51:53 DEBUG | Rejected C9CXEC2 for error limit.
06/14/2023 16:51:53 DEBUG | Rejected C9CWMP2 for error limit.
06/14/2023 16:51:53 DEBUG | Rejected ST23F05 for magnitude limit.
06/14/2023 16:51:53 DEBUG | Rejected P21FR9u for magnitude limit.
06/14/2023 16:51:53 DEBUG | Rejected C9CQJP2 for magnitude limit.
06/14/2023 16:51:53 DEBUG | Rejected P21FZto for error limit.
06/14/2023 16:51:53 DEBUG | Rejected P21G0G2 for magnitude limit.
06/14/2023 16:51:53 DEBUG | Rejected ST23F09 for magnitude limit.
06/14/2023 16:51:53 DEBUG | Rejected Mar3103 for error limit.
06/14/2023 16:51:53 DEBUG | Rejected JHRc1If for magnitude limit.
06/14/2023 16:51:53 DEBUG | Rejected P21FZuX for magnitude limit.
06/14/2023 16:51:53 DEBUG | Rejected JKm001 for magnitude limit.
06/14/2023 16:51:53 DEBUG | Updated SWC0002.
06/14/2023 16:51:53 DEBUG | Updated A10VGGW.
06/14/2023 16:51:53 DEBUG | Updated X82099.
06/14/2023 16:51:53 DEBUG | Updated 3FD6B21.
06/14/2023 16:51:53 DEBUG | Updated A10UeAm.
06/14/2023 16:51:53 DEBUG | Updated P21FZtq.
06/14/2023 16:51:53 DEBUG | Updated xkos326.
06/14/2023 16:51:53 DEBUG | Updated C9CK882.
06/14/2023 16:51:53 DEBUG | Updated C9CXEC2.
06/14/2023 16:51:53 DEBUG | Updated C9CHDU2.
06/14/2023 16:51:53 DEBUG | Updated C9CU8E2.
06/14/2023 16:51:53 DEBUG | Updated C94R802.
06/14/2023 16:51:53 DEBUG | Updated C3R7HJ1.
06/14/2023 16:51:53 DEBUG | Updated C9CJ2Z2.
06/14/2023 16:51:53 DEBUG | Updated 3FD1C21.
06/14/2023 16:51:53 DEBUG | Updated C9CWMP2.
06/14/2023 16:51:53 DEBUG | Updated ST23F05.
06/14/2023 16:51:53 DEBUG | Updated P21G0FQ.
06/14/2023 16:51:53 DEBUG | Updated P21FR9u.
06/14/2023 16:51:53 DEBUG | Updated C9CQJP2.
06/14/2023 16:51:53 DEBUG | Updated P21FZto.
06/14/2023 16:51:53 DEBUG | Updated P21G0G2.
06/14/2023 16:51:53 DEBUG | Updated ST23F09.
06/14/2023 16:51:53 DEBUG | Updated Mar3103.
06/14/2023 16:51:53 DEBUG | Updated JHRc1If.
06/14/2023 16:51:53 DEBUG | Updated C9CTCK2.
06/14/2023 16:51:53 DEBUG | Updated P21FZuX.
06/14/2023 16:51:53 DEBUG | Updated C3R7GH1.
06/14/2023 16:51:53 DEBUG | Updated JKm001.
06/14/2023 16:51:53 INFO | ---Finished MPC selection without error at 06/14/2023 16:51:53 PST
06/14/2023 16:51:53 INFO | ---Done. will run again at 06/14/2023 17:06:53 PST.
